CKY_ART;DESCR;CATEGORIA;COSTO
0000000430;!DVD-R TDK 8X CAKE 10 (2400P;11;1027,38
0000000431;!CARTUCCIA COMPATIBILE HANTO;80;9,78
0000000432;!CARTUCCIA COMPATIBILE HANTO;80;9,78
0000000433;!CARTUCCIA COMPATIBILE EPSON;43;9,03
0000000434;!CARTUCCIA COMPATIBILE HANTO;43;9,9
0000000435;!DVD+R VERBATIM 16X CAKE (24;11;698,7
0000000436;!CAVO USB 3 METRI;7;8,475
0000000437;!DVD-R VERBATIM 16X CAKE (24;11;713,1
0000000438;!DVD-R VERBATIM 8X CAKE ADVA;11;787,5
0000000439;!DVD+R VERBATIM 8X CAKE ADVA;11;847,5
0000000440;!DVD+R VERBATIM 8X IN JEWEL;11;1567,5
0000000441;!DVD-R VERBATIM8X IN JEWEL B;11;7,8
0000000442;!MONITOR PHILIPS 190CW8FB 22;47;136,2
0000000443;!NOTEBOOK SONY VGN-NR38Z/S 1;54;662,7
0000000444;!CARTUCCIA COMPATIBILE EPSON;43;9,165
0000000445;!CARTUCCIACOMPATIBILE EPSON;43;9,045
0000000446;!CARTUCCIACOMPATIBILE EPSON;80;9,285
0000000447;!CARTUCCIACOMPATIBILE EPSON;43;9,09
0000000448;!CARTUCCIACOMPATIBILE EPSON;43;8,985
0000000449;!SCHEDADI RETE WIRELESS PCMC;53;28,8951
0000000450;!SCHEDAVIDEO GE FORCE MX4000;51;36,84735
0000000451;!SISTEMA DI SORVEGLIANZA ALP;92;430,005
0000000452;!VENTOLA PER HARD DISK;77;9,81
0000000453;!CARTA FOTOGRAFICA EPSON 13X;44;14,115
0000000454;!MOUSE TRUST AMI 250S MINI O;50;18,0876
0000000455;!VENTOLA PER PENTIUM 4 SOCKE;77;13,395
0000000456;CONVERTITORE USB 1.1 A SERIA;1;15,525
0000000457;!<ROUTERDSL ETHERNET 4 P.WIR;53;28,155
0000000458;!HUB 4 PORTE USB 2.0 AUTOALI;38;13,815
0000000459;!BORSAPER NOTEBOOK TRUST BG-;4;21,57
0000000460;!DVD+R DUAL LAYER 2,4X VERBA;11;12
0000000461;%CAVO DI ALIMENTAZIONE PC SC;7;7,65
0000000462;!DVD+R DUALLAYER 2,4X VERBAT;11;52,5
0000000463;!DVD+R DUALLAYER 2,4X VERBAT;11;97,5
0000000464;!DVD+R DUALLAYER 2,4X VERBAT;11;232,5
0000000465;!MONITOR ACER AL1913S 19 LC;47;315
0000000466;!DVD+RW VERBATIM IN JEWEL (5;11;60
0000000467;!MONITORACER AL1715 SM 17 L;47;267,195
0000000468;!CPU AMD ATHLON 64 3500 S939;22;232,5
0000000469;!SISTEMA OPERATIVO WINDOWS X;69;137,64
0000000470;!VENTOLA THERMALTAKE PER PEN;77;17,325
0000000471;!MASTERIZZATORE ASUS DRW-20B;28;32,715
0000000472;!NOTEBOOKACER TM2355LMI CEL1;54;681
0000000473;!WEB CAM CREATIVE LIVE NOTEB;79;30,39
0000000474;!TESTER DI RETE;53;19,5
0000000475;!PENNARELLO INDELEBILE PER C;1;7,95
0000000476;!SCHEDA DI RETE WIRELESS PCM;53;21
0000000477;!MOUSE OTTICO USB SILVER;50;13,5
0000000478;!SCHEDA AUDIO SOUND BLASTER;61;72,97995
0000000479;!MONITOR LG L1750S 17LCD;47;255
0000000480;!LETTOREMULTICARD ESTERNO 13;36;19,35
0000000481;!MOUSE LOGITECH OTTICO BIANC;50;18,08385
0000000482;!PINNACLE STUDIO M.BOX PLUS;49;124,89
0000000483;!CARTA FOTOGRAFICA TREND A4;44;12,6
0000000484;!UPS HANTOL H-V1200VA CON LC;32;108,585
0000000485;!SCHEDA ACQUISIZIONE EMPIRE;49;68,70375
0000000486;!MASTERIZZATORE DVD PIONEER;28;7,65
0000000487;!ADATTATORE BLUETOOTH USB 2.;1;12,87
0000000488;!LETTORE MULTICARD ESTERNO 2;36;15,045
0000000489;!CASSE TRUST 4000P  5.1;70;58,5741
0000000490;!>SCHEDA TV TUNER INTERNA PC;49;15
0000000491;!SCHEDA MADRE ASUS K8V-X SE;62;53,625
0000000492;!BATTERIERICARICABILI STILO;37;9,81
0000000493;!BATTERIERICARICABILI STILO;37;10,2
0000000494;!BATTERIERICARICABILI STILO;37;14,4
0000000495;!SCHEDA DI RETE WIRELESS USB;53;21,795
0000000496;!ROUTER DSL ETHERNET 8 PORTE;53;30,03
0000000497;SWITCH RETE 5 PORTE TP-LINK;53;14,97
0000000498;!ROUTERDSL ETHERNET 4 P.WIRE;53;30,975
0000000499;!HARD DISK MAXTOR 160 GB 720;33;46,38
0000000500;!SCHEDADI RETE WIRELESS PCI;53;35,25
0000000501;!SCHEDAVIDEO ATI RADEON 9250;81;37,125
0000000502;!SCHEDA DI RETE WIRELESS USB;53;21,36
0000000503;!CONTROLLER PCI 4 PORTE USB;21;13,695
0000000504;!MASTERIZZATORE DVD LG GH22N;28;23,4
0000000505;!SCHEDA MADRE ASROCK P4VM800;35;49,116
0000000506;!CARTUCCIA COMPATIBILE HANTO;80;8,22
0000000507;!CARTUCCIA COMPATIBILE HANTO;80;9
0000000508;!MASTERIZZATORE DVD PIONEER;28;51,6405
0000000509;!LETTORE MP3 + RADIO USB 256;5;36
0000000510;!LETTORE MP3 + RADIO PHILIPS;5;50,4
0000000511;!CARICABATTERIE TRUST 223 BS;37;17,115
0000000512;!MASTERIZZATORE DVD LG 4165;28;62,7
0000000513;!SCHEDAMADRE ASROCK 775DUAL;35;64,065
0000000514;!MONITOR HYUNDAI L70N 17LCD;47;257,25
0000000515;!BORSA PORTA CD MT118 160 PO;14;10,8
0000000516;!CARTUCCIA COMPATIBILE HANTO;43;9,3
0000000517;!CARTUCCIACOMPATIBILE EPSON;43;9,45
0000000518;!BORSA PORTA CD MT119B 96 PO;14;9,45
0000000519;!BORSA PORTA CD MT121 48 POS;14;8,775
0000000520;!CARTUCCIA COMPATIBILE EPSON;43;8,41395
0000000521;!BORSA PORTA CD MT122 48 POS;14;8,775
0000000522;!BORSA PORTA CD MT124D 24 PO;14;8,325
0000000523;!HOME THEATRE SONY DAVDZ260B;70;251,31
0000000524;!BORSA PORTA CD MT126 48 POS;14;8,85
0000000525;!BORSA PORTA CD YSH20224 24;14;8,445
0000000526;!BORSA PORTA CD YSH20748 48;14;10,05
0000000527;!TELECAMERA DI SORVEGLIANZA;68;82,5
0000000528;!BORSA PORTA CD MT127 80 POS;14;9,075
0000000529;!STAMPANTE HP 6940 A4 C8970B;24;100,185
0000000530;!BORSA PORTA CD YSH205200 20;14;15,6
0000000531;!CARICATORE DA AUTO UNIVERSA;37;9,765
0000000532;!LETTORE MP3 + RADIO USB 1GB;5;40,56
0000000533;!SCHEDAVIDEO GE FORCE FX5200;51;43,95
0000000534;!CPU AMD SEMPRON 3000 S754 T;22;95,385
0000000535;!CPU AMD ATHLON 64 3400 TRA;20;176,37
0000000536;!CPU AMD SEMPRON 2800 S754 T;22;88,125
0000000537;!CPU AMD ATHLON 64 2800 TRAY;22;126,435
0000000538;!CPU AMD SEMPRON 2600 S754 T;22;67,365
0000000539;!CUSTODIA PPL NERA DOPPIA;26;7,62
0000000540;!CUSTODIA PPL NERA SINGOLA;26;7,6125
0000000541;!BUSTINA IN PVC PER CD-R/DVD;8;7,515
0000000542;!CD-R 80 MIN RIDATA CAKE (20;48;37,5
0000000543;!WEB CAM TRUST WB-1100G;79;21,63
0000000544;!MEMORIA PEN DRIVE 256 MB US;42;12,375
0000000545;!DVD+R VERBATIM16X PRINTABLE;11;103,5
0000000546;!DVD+R VERBATIM 16X PRINTABL;11;7,98
0000000547;!MOUSE OTTICO PS/2 STANDARD;50;11,25
0000000548;!MICROFONO CUFFIA PROFESSION;45;12,8592
0000000549;!TASTIERAPS2 MULTIMEDIALE HA;76;12,15
0000000550;!MOUSE OTTICO MINI USB;50;15,825
0000000551;!MONITORACER AL1715S 17 LCD;47;265,995
0000000552;!HUBTRUST 4 PORTE 411T USB 1;38;15,09
0000000553;!CPU AMD SEMPRON 2500 TRAY;22;91,54725
0000000554;!CPU AMD ATHLON 64 3000 TRAY;22;146,775
0000000555;!CD-R 80 MIN RIDATA CAKE (60;48;97,5
0000000556;!CPU AMD ATHLON 64 3200 TRAY;22;158,19
0000000557;!MASTERIZZATORE DVD NEC 4550;28;43,5
0000000558;!SCHEDA VIDEO ATIRADEON 9600;81;112,7793
0000000559;!SCHEDA VIDEO ATI RADEON X70;81;135,60345
0000000560;!SCHEDAVIDEO GE FORCE FX5500;51;39,63
0000000561;!XD CARD 512 MB;42;84,2844
0000000562;!CD-R SPINDLE TRAXDATA 52X C;11;19,95
0000000563;!CD-R 80 MIN RIDATA CAKE (12;48;187,5
0000000564;!CD-R 80 MIN RIDATA CAKE (24;48;367,5
0000000565;!CASSE TRUST SP-2350S;70;19,935
0000000566;!CARTUCCIA COMPATIBILE EPSON;43;8,4747
0000000567;!CPUINTEL PENTIUM 4 531 3,0;20;83,655
0000000568;!CON ESTENZIONE DI GARANZIA;12;7,5
0000000569;!CON GARANZIA ESTESA;12;7,5
0000000570;!<CARTUCCIA COMPATIBILE CANO;43;8,055
0000000571;!SCHEDA MADRE ASUS P5E-VM SE;62;95,115
0000000572;!SCHEDA MADRE ASROCK K8 UPGR;35;52,5
0000000573;!CPUINTEL PENTIUM D 820 2,8;20;107,145
0000000574;!MEMORIA FBD 2 GB PC2-5300 (;40;144,09
0000000575;!SCHEDA MADRE ASUS RAMPAGE E;62;276
0000000576;!SCHEDA VIDEO GE FORCE 6600G;51;154,87335
0000000577;!MEMORIA SO-DIMM DDR 512 MB;30;22,665
0000000578;!SCHEDAVIDEO GE FORCE 6600GT;51;133,0881
0000000579;!HARDDISK 100 GB 2,5 PER NO;39;109,5
0000000580;!CPU AMD SEMPRON 3100 S754 B;22;96,2472
0000000581;!CPU AMD SEMPRON 3300 S754 B;22;97,5
0000000582;!NON USARE;43;8,385
0000000583;!SCHEDA MADRE ASROCK K7VT6-C;35;46,725
0000000584;!SCHEDA MADRE ASUS K8 N4-E D;62;97,5168
0000000585;!CD ROM NEC 52X BIANCO;2;21,66
0000000586;!MONITOR PHILIPS 170S6FB 17;47;260,55
0000000587;!DVD-R RIDATA 8X CAKE;11;7,785
0000000588;!DVD-R RIDATA 8X CAKE (100PZ;11;36
0000000589;!DVD-R RIDATA 8X CAKE (200PZ;11;64,5
0000000590;!SCHEDATRUST 814PCI PER 4 TE;68;125,31
0000000591;!CARTUCCIA COMPATIBILE EPSON;43;9,36
0000000592;!DVD-R RIDATA 8X CAKE (600PZ;11;178,5
0000000593;!LETTOREMULTICARD ESTERNO 7.;36;15
0000000594;!DVD-R RIDATA 8X CAKE (1200P;11;349,5
0000000595;!DVD-R RIDATA 8X CAKE (2400P;11;682,5
0000000596;!TONER XEROX PHASER 6180 NER;71;163,92
0000000597;!SCANNER CANON LIDE 25;59;56,715
0000000598;!SCANNER HP 2400C;59;81,225
0000000599;!MASTERIZZATORE DVD LG 4167;28;39
0000000600;!NOTEBOOK HP COMP.6730S (FU3;54;571,695
0000000601;!PALMARE HP IPAQ 514 VOICE M;16;206,4
0000000602;!VENTOLA AGGIUNTIVA PER CASE;77;10,98
0000000603;!MONITORNEOVO / AGM 17 LCD;47;243
0000000604;!SCHEDA MADRE ASUS P5GD1 PRO;62;104,7975
0000000605;!GRUPPO DI CONTINUITA HANTOL;32;54,1887
0000000606;!SCHEDA MADRE ASUS P5GD2-X;62;107,67765
00000006067;!NON USARE;62;40,5
0000000607;!FOTOCAMERA DIGITALE CANON I;15;228,57
0000000608;!MONITOR BENQ T903 19 LCD;47;308,625
0000000609;!STAMPANTE CANON PIXMA MP130;24;116,4075
0000000610;!MONITOR PHILIPS 170C6FS 17;47;276
0000000611;!FOTOCAMERA DIGITALE FUJIFIL;15;180,75
0000000612;!STAMPANTE CANON LBP 2900 LA;23;84,195
0000000613;!MEMORIA PEN DRIVE 512 MB US;42;19,88505
0000000614;!MONITOR SAMSUNG 710N 17 LC;47;182,85
0000000615;!STAMPANTE LASER HP 4250;71;643,2
0000000616;!NOTEBOOKACER TM 4152LMI P-M;54;1111,62
0000000617;!ROUTERDSL D-LINK WIRELESS 1;53;95,25
0000000618;!TRANS FLASH 256 MB;42;29,73255
0000000619;!MASTERIZZATORE DVD LG 4167;28;47,85
0000000620;%SWITCH RETE 8 PORTE TP-LINK;53;17,01
0000000621;!MONITOR LG T710B FLATRON 17;31;124,995
0000000622;!CPU AMD ATHLON 64 3000 BOX;20;75,75
0000000623;!STAMPANTE OKI C8600N LASER;71;1701,825
0000000624;!DVD+R VERBATIM8X PRINTABLE;11;54
0000000625;!CD-R 80 MIN MEDIA PRINTABLE;48;30
0000000626;!CD-R 80 MIN MEDIA PRINTABLE;48;52,5
0000000627;!TASTIERA LOGITECH STANDARD;76;15,6
0000000628;!CD-R 80 MIN MEDIA PRINTABLE;48;142,5
0000000629;!CD-R 80MIN MEDIA PRINTABLE;48;277,5
0000000630;!CD-R 80MIN MEDIA PRINTABLE;48;547,5
0000000631;!DVD-R MEDIA 8X PRINTABLE CA;11;7,812
0000000632;!DVD-R MEDIA8X PRINTABLE CAK;11;38,7
0000000633;!CARTUCCIA COMPATIBILE EPSON;43;9,495
0000000634;!DVD-R MEDIA8X PRINTABLE CAK;11;69,9
0000000635;!DVD-R MEDIA8X PRINTABLE CAK;11;194,7
0000000636;!DVD-R MEDIA8X PRINTABLE CAK;11;381,9
0000000637;!CD-R CD CARD 67MB;48;8,25
0000000638;!DVD-RW 2X MINI;11;11,25
0000000639;!CD-R 80MIN VERBATIM LIGHTS;48;78
0000000640;!HARD DISK MAXTOR 120 GB SER;41;86,97
0000000641;!CD-R 80MIN VERBATIM LIGHTS;48;148,5
0000000642;!CD-R 80MIN VERBATIM LIGHTS;48;430,5
0000000643;!CARTUCCIA COMPATIBILE EPSON;43;9,495
0000000644;!CD-R 80MIN VERBATIM LIGHTS;48;853,5
0000000645;!DVD+R VERBATIM8X LIGHTS JEW;11;117
0000000646;!DVD+R VERBATIM8X LIGHTS JEW;11;190,5
0000000647;!DVD+R VERBATIM8X LIGHTS JEW;11;556,5
0000000648;!+DVD+R VERBATIM 8XLIGHTSJEW;11;1105,5
0000000649;!DVD+R VERBATIM8X LIGHTS JEW;11;2197,5
0000000650;!DVD-R VERBATIM16X PRINTABLE;11;86,7
0000000651;!DVD-R VERBATIM16X PRINTABLE;11;245,1
0000000652;!DVD-R VERBATIM16X PRINTABLE;11;482,7
0000000653;!DVD-R VERBATIM16X PRINTABLE;11;957,9
0000000654;!DVD+R DUAL LAYER 8X VERBATI;11;8,565
0000000655;!DVD+R DUAL LAYER 8X VERBATI;11;18,15
0000000656;!DVD+R DUAL LAYER 8X VERBATI;11;157,5
0000000657;!DVD+R DUAL LAYER 8X VERBATI;11;382,5
0000000658;!CASE HANTOL H0311S SILVER E;6;39,225
0000000659;!CAVO PROLUNGA VGA 3 MT;7;11,235
0000000660;!CASSE AUDIO 240 WATT USB CO;70;13,5
0000000661;!NOTEBOOK SONY (VGNCS11Z/R.I;54;1092,75
0000000662;!BUSTINADI CARTA BIANCA PER;8;7,51725
0000000663;!BUSTINADI CARTA BIANCA PER;8;15,75
0000000664;!DRUM CANON UNIT PER LBP5200;89;182,535
0000000665;!BUSTINADI CARTA BIANCA PER;8;82,5
0000000666;!BUSTINADI CARTA COLORATA PE;8;7,5177
0000000667;!TONER ORIGINALE SAMSUNG SF-;87;83,475
0000000668;!BUSTINADI CARTA COLORATA PE;8;24,75
0000000669;!BUSTINA DI CARTA COLORATA P;8;9,225
0000000670;!BUSTINADI CARTA COLORATA PE;8;16,5
0000000671;!HUB TRUST 4 PORTE 411E USB;38;19,89
0000000672;!BUSTINADI CARTA COLORATA PE;8;90
0000000673;!CUSTODIARIGIDA SLIM 2000 PE;1;10,5
0000000674;!CUSTODIAGAME POUCH PER NINT;1;12,375
0000000675;!CUSTODIA IN PELLE PER NINTE;93;11,25
0000000676;!CUSTODIA IN PELLE PER NINTE;93;11,25
0000000677;!HUB TRUST 4 PORTE USB ESTER;38;12,78
0000000678;!CUSTODIA CD SINGOLA SHELL (;26;277,5
0000000679;!CPUINTEL PENTIUM 4 630 3 GH;20;181,5
0000000680;!RACK PER HARD DISK 3,5;1;17,7
0000000681;!CARICABATTERIE2-4 PEZZI TIP;37;12
0000000682;!CD-R80 MIN VERBATIM LIGHTS;48;8,205
0000000683;!LETTOREMP3 NO RAM CON SLOT;5;27,75
0000000684;!LETTORE MP3/MP4 MEDIACOM XT;5;38,76
0000000685;!LETTOREMP3 / MP4 DIVX VOICE;5;27,84
0000000686;!CASEHANTOL H0311W BIANCO ES;6;58,155
0000000687;!TV LCD 37SHARP AQUOS (LC-3;1;1069,32
0000000688;!CASEHANTOL H0408BK/F NERO E;6;63,945
0000000689;!CPU INTEL CELERON D 336 2,8;20;45,525
0000000690;!CPUINTEL PENTIUM 4 541 3,2;20;84,63
0000000691;!MASTERIZZATORE DVD LG 4167B;28;49,5
0000000692;!CARICABATTERIEMEDIACOM 4 PE;95;11,475
0000000693;!MASTERIZZATORE DVD NEC 4550;28;58,3758
0000000694;!MOUSEOTTICO USB + LETTORE S;50;29,1
0000000695;!SCHEDA MADRE ASROCK K8NF4G-;35;61,9749
0000000696;!MOUSEOTTICO TSUNAMI SM-2000;50;15,054
0000000697;!STAMPANTE CANON PIXMA MP150;24;79,5
0000000698;!MONITOR SAMSUNG 913V  19 L;47;306,2784
0000000699;!SCHEDA DI RETE WIRELESS PCI;53;21,12
0000000700;!<SCHEDA DI RETE WIRELESS PC;53;19,11
0000000701;!LETTORE FLOPPY DISK 1,44MB;27;28,2
0000000702;!MEMORIA DDR2 1 GB PC533 MHZ;40;27
0000000703;!SCHEDA MADRE ASROCK 939NF4G;35;72,315
0000000704;!KITTRUST DS-3100A WIRELESS;76;28,635
0000000705;!HARD DISK MAXTOR 80 GB SERI;41;39,675
0000000706;!MICROFONO CUFFIA STANDARD;45;10,8
0000000707;!FOTOCAMERA DIGITALE FUJIFIL;15;487,38
0000000708;!NOTEBOOK SAMSUNG P500 FA06I;54;591,195
0000000709;!NOTEBOOKACER ASPIRE 3023WLM;54;1073,4
0000000710;!FOTOCAMERA DIGITALE FUJIFIL;15;165,9
0000000711;!STAMPANTE MULTIFUNZIONE CAN;23;503,19
0000000712;!HARD DISK40 GB 2,5 PER NOT;39;72,375
0000000713;!MOUSE OTTICO PS/2 STANDARD;50;11,1825
0000000714;!SCHEDA VIDEO ATIRADEON X700;81;94,97715
0000000715;!LETTORE DVD LG SERIAL ATA N;2;21,675
0000000716;!CARICABATTERIE TRUST PW-213;37;16,905
0000000717;!MOUSE OTTICO USB PS/2;50;10,5
0000000718;!MONITORACER AL1703SM 17 LC;47;277,5
0000000719;!CPU INTEL CELERON D336 2,8;20;34,125
0000000720;!SISTEMAOPERATIVO WINDOWS 20;69;165
0000000721;!SCHEDA MADRE ASROCK 775VM80;35;58,46535
0000000722;!COMBO SONY CRX 320 DVD 16X;25;37,83255
0000000723;!CUSTODIARIGIDA SLIM 2000 PE;1;11,25
0000000724;!CUSTODIA CD DOPPIA (100PZ);26;23,7
0000000725;!SCHEDA MADRE ASROCK 939DUAL;35;68,46
0000000726;!CPUINTEL CELERON D 346 3 GH;20;67,23
0000000727;!STAMPANTEMULTIFUNZIONE EPSO;24;106,1919
0000000728;!XD CARD 1GB;42;42,72
0000000729;!MASTERIZZATORE DVD NEC 3550;28;54,55425
0000000730;!SCANNER CANON 4400F;59;95,775
0000000731;!MONITORCAPTIVA E170E1 17 L;47;179,7753
0000000732;!LAMPADA 3 LED USB CON CAVO;1;9,465
0000000733;!TELECAM.CREATIVE INSTANT +;79;38,31
0000000734;!SCHEDA AUDIO SOUND BLASTER;61;38,565
0000000735;!CASE HANTOL H511BK/F 450 WA;6;54,168
0000000736;!CASE HANTOL H511B/F 450 WAT;6;54,1683
0000000737;!MEMORIA PEN DRIVE TRAXDATA;42;55,5
0000000738;!MONITORCAPTIVA A190-T 19 L;47;305,1585
0000000739;!MONITOR HP W2207H 22 LCD;47;302,295
0000000740;!MONITOR HP L1908W 19 WIDE;47;200,445
0000000741;!JOYSTICK TRUST PREDATOR QZ5;57;29,1978
0000000742;!VENTOLA AGGIUNTIVA PER CASE;77;11,355
0000000743;!VENTOLA AGGIUNTIVA PER CASE;77;16,87365
0000000744;!CPU AMD ATHLON 64 3700 BOX;22;155,6652
0000000745;!STAMPANTE HP LASERJET P2014;71;180,225
0000000746;!LETTOREMULTICARD ESTERNO KE;36;13,83
0000000747;!ALIMENTATORE 550 WATT;3;22,68
0000000748;!SCHEDAVIDEO ATI RADEON X130;81;74,595
0000000749;!MODEM ESTERNO ADSL USB;46;30
0000000750;!SOFTWARE OFFICE 2003 BASIC;69;192,525
0000000751;!SCHEDA AUDIO SOUND BLASTER;61;31,26
0000000752;!PASTA TERMOCONDUTTRICE PER;1;8,3724
0000000753;!TASTIERA + MOUSE CORDLESS M;76;37,5
0000000754;!MOUSE TRUST MI-4200 WIREL O;50;25,5
0000000755;!BORSAPER NOTEBOOK TRUST BG-;4;29,5296
0000000756;!SECURE DIGITAL 128 MB;42;18,6789
0000000757;!CD ROM NEC 52X NERO;2;21,75
0000000758;!BOX ESTERNO PER HD 2,5 USB;34;13,5
0000000759;!BORSA PER NOTEBOOK TUCANO 1;4;19,785
0000000760;!BORSA PER NOTEBOOK TUCANO B;4;24,288
0000000761;!BORSA PER NOTEBOOK TUCANO 1;4;19,86
0000000762;!MEMORIA SO-DIMM DDR2 TRANSC;30;24,405
0000000763;!NETBOOK ASUS (EEEPC1000H-BK;54;307,35
0000000764;!HARD DISK MAXTOR 160 GB SER;33;43,74
0000000765;!MOUSE PAD TUCANO 100 DONNA;18;9,3
0000000766;!BORSA PER NOTEBOOK TUCANO B;4;26,4
0000000767;!NOTEBOOK TOSHIBA SPL300-172;54;591,195
0000000768;!BORSA PER NOTEBOOK TUCANO B;4;20,61
0000000769;!<MOUSE PAD HALLOWEEN;18;8,1
0000000770;!MOUSE PAD TUCANO 182 COSTNE;18;9,75
0000000771;!CAVO FIREWIRE 4P6P;7;8,865
0000000772;!MOUSE PAD TUCANO 184 BROSNA;18;9
0000000773;!CPUINTEL PENTIUM 4 531 3.0;20;82,5
0000000774;!LETTOREMULTICARD25 IN 1 INT;36;20,925
0000000775;!PANNELLO MULTIFUNZIONE 5.25;36;26,25
0000000776;!NOTEBOOK ASUS F9E (F9E-2P14;54;989,25
0000000777;!CASSE TRUST 2500P 2.1;70;36,405
0000000778;!STAMPANTE CANON PIXMA IP100;71;234,225
0000000779;!NOTEBOOK ACER TRAVELMATE 57;54;807,15
0000000780;!BOXESTERNO PER HD 3,5 USB;34;19,2
0000000781;!STAMPANTE SAMSUNG ML-1610;23;95,37
0000000782;!CPU INTEL CELERON D 331 2,6;20;42,855
0000000783;!MEMORIA SO-DIMM DDR 256 MB;30;28,5
0000000784;!CPUINTEL PENTIUM 4 541 3,2;20;105,75
0000000785;!NOTEBOOK ACER 5920G-304G25;54;878,085
0000000786;!CAVOY SDOPPIATORE ALIMENTAZ;7;8,85
00000007866;!MSI CX600-007IT BLACK;13;585,6
0000000787;!NOTEBOOKACER ASPIRE 3614WLM;54;892,5
0000000788;!NOTEBOOKACER ASPIRE 1693WLM;54;1447,50015
0000000789;!TAVOLA GRAFICA TRUST 400-V2;19;69,315
0000000790;!PLUG RETE RJ45 SCHERMATO;53;7,905
0000000791;!NOTEBOOK TOSHIBA SPA300 (PS;54;1161,18
0000000792;!NOTEBOOK SAMSUNG R510-ASS4I;54;708,195
0000000793;!MONITOR BENQFP71E 17 LCD M;47;235,5924
0000000794;!MONITORFUJITSU C17-6 17 LC;47;260,85
0000000795;!CASSE CREATIVE INSPIRE A500;95;65,925
0000000796;!DVD-R VERBATIM 8X CAKE PEAR;11;7,7775
0000000797;!DVD-R VERBATIM8X CAKE PEARL;11;66
0000000798;!DVD-R VERBATIM8X CAKE PEARL;11;35,25
0000000799;!DVD-R VERBATIM8X CAKE PEARL;11;190,5
0000000800;!DVD-R VERBATIM8X CAKE PEARL;11;390
0000000801;!DVD-R VERBATIM8X CAKE PEARL;11;787,5
0000000802;!DVD+R VERBATIM 8X CAKE PEAR;11;7,7775
0000000803;!CARTUCCIA COMPATIBILE EPSON;80;8,47455
0000000804;!CARTUCCIA COMPATIBILE EPSON;80;9,32865
0000000805;!DVD+R VERBATIM8X CAKE PEARL;11;35,25
0000000806;!DVD+R VERBATIM8X CAKE PEARL;11;66
0000000807;!DVD+R VERBATIM8X CAKE PEARL;11;190,5
0000000808;!DVD+R VERBATIM8X CAKE PEARL;11;390
0000000809;!DVD+R VERBATIM8X CAKE PEARL;11;787,5
0000000810;!CASSE HANTOL H-8501 5.1;70;43,275
0000000811;!BATTERIE RICARICABILI STILO;37;15,6
0000000812;!NOTEBOOKTOSHIBA TECRAA3X-10;54;891
0000000813;!CASE HANTOL KG-201BK 450 WA;6;42,59295
0000000814;!CASE HANTOL KG-201B 450 WAT;6;41,616
0000000815;!CASE HANTOL H0508S SILVER E;6;54,33
0000000816;!CASEHANTOL H0508SBK NERO E;6;69,705
0000000817;!CASE HANTOL H0509S SILVER E;6;55,75095
0000000818;!CASE HANTOL H0509SBK NERO E;6;58,215
0000000819;!CASEHANTOL H0509W BIANCO ES;6;58,29
0000000820;!SCHEDA VIDEO ATI RADEON 960;81;72,5097
0000000821;!CASEHANTOL H9901BK/F 450 WA;6;50,9997
0000000822;!CASEHANTOL H9901S/F 450 WAT;6;51
0000000823;!CASSE TRUST 8110B 7.1;70;92,1702
0000000824;!HARD DISK MAXTOR 250 GB 720;33;63,72
0000000825;!BORSAPER NOTEBOOK TRUST BG-;4;26,4216
0000000826;!CASSE TRUST 2000P 5.1;70;45,105
0000000827;!CARTUCCIA COMPATIBILE EPSON;80;9,13935
0000000828;!FOTOCAMERADIGITALE HP PHOTO;15;196,5
0000000829;!CARTUCCIA COMPATIBILE EPSON;80;9,084
0000000830;!CARTUCCIA COMPATIBILE EPSON;80;9,084
0000000831;!MONITORHYUNDAI L70S PLUS 17;47;198
0000000832;!FRAME KIT FDD 3,5 A 5,25;1;9,465
0000000833;!CONSOLE NINTENDO DS LITE BL;93;169,425
0000000834;!CONSOLE NINTENDO DS LITE WH;93;195
0000000835;!CASSE TRUST SP-6200 5.1;70;47,4
0000000836;!CASSE TRUST SP-3500X  2.1;70;40,66245
0000000837;!NORTON INTERNET SECURITY 20;69;78,165
0000000838;!CAVO DI RETE NON SCHERMATO;7;7,9689
0000000839;!CAVO DI RETE DRITTO NON SCH;7;8,655
0000000840;!SOFTWARE NORTON 2006;69;49,5
0000000841;!BORSA PER NOTEBOOK HANTOL 1;4;20,9025
0000000842;!CAVO PROLUNGA VGA 1,8 MT;7;8,7
0000000843;!VENTOLAPER PENTIUM 4 SOCKET;77;12,285
0000000844;!WEB CAM Q-TEC WEBCAM 110 US;79;17,82
0000000845;!WEB CAM TRUST WB-1400T;79;16,395
0000000846;!LETTOREMULTICARD 25 IN 1 IN;36;20,1477
0000000847;!HARDDISK 100 GB 2,5 PER NO;39;92,37
0000000848;!HARDDISK MAXTOR 160 GB SERI;33;91,1055
0000000849;!BORSA PER NOTEBOOK TUCANO B;4;26,4
0000000850;!NOTEBOOK ASUS F5SL-AP244E (;54;791,28
0000000851;!CONVERTITORE AUTO 12V A USB;1;9,15
0000000852;!CARTUCCIA COMPATIBILE EPSON;80;9,69
0000000853;!CARTUCCIA COMPATIBILE EPSON;80;8,76
0000000854;!CARTUCCIA COMPATIBILE EPSON;43;8,79
0000000855;!CARTUCCIACOMPATIBILE EPSON;80;9,3
0000000856;!CAVO SERIAL-ATA;7;8,25
0000000857;!LETTORE MULTICARD INTERNO 1;36;11,49
